scenario,shape,count,diameter,noise_level,seed,engine,status,cold_ms,steady_mean_ms,steady_min_ms,steady_max_ms,steady_std_ms,features,speedup_vs_python,speedup_vs_numba
smoke_iso,"(48, 48, 24)",8,"(7, 7, 7)",10,123,numba,ok,994.4721469655633,9.537234995514154,9.478023974224925,9.667809994425625,0.07528578050747267,23.0,,1.0
smoke_iso,"(48, 48, 24)",8,"(7, 7, 7)",10,123,cupy,ERROR: TypeError: memo.__call__() got an unexpected keyword argument 'ndim',,,,,,,,
