scenario,shape,count,diameter,noise_level,seed,engine,status,cold_ms,steady_mean_ms,steady_min_ms,steady_max_ms,steady_std_ms,features,speedup_vs_python,speedup_vs_numba
smoke_iso,"(48, 48, 24)",8,"(7, 7, 7)",10,123,numba,ok,988.1903430214152,10.219307010993361,9.909481042996049,10.409763955976814,0.18357337842711086,23,,1.0
smoke_iso,"(48, 48, 24)",8,"(7, 7, 7)",10,123,cupy,ok,4982.169616036117,56.737131788395345,52.96426499262452,68.22450098115951,5.7673084155848295,23,,0.18011673641006212
